ID,Date,Location,Tweet,Quoted Tweet Text
1325432957662715905,2020-11-08 13:40:17,愛知県名古屋市,"コロナ不況でも
売り上げ２倍のビジネスがあります。

在宅で隙間時間に
Twitterだけでできる

SNSワーカーとは？

ご興味のある方は
「興味あり」と
一言、メッセージください！

#コロナ #コロナウイルス #コロナショック #副業 #ネットビジネス #アフィリエイト https://t.co/agPYmgu5LA",
1325432988499288064,2020-11-08 13:40:24,"Saga & Fukuoka, Japan","本日もツイートのみで失礼します。
目次から。
それぞれについては、この後にスレッド形式でツイートします。
1) 肥満はCOVID-19の感染および重症化因子である
2) 北海道は4日連続100人超。日本全国も急増フェーズに。
3) バイデン氏はまず｢コロナ対策を行う｣と",
1325433112822747142,2020-11-08 13:40:54,日本,"転職も就職もいいけど
お給料を貰うんじゃなく自分の力で稼ぎませんか？

少額からでもFXできるのはXM！！
今なら全員に3000円分のボーナスが貰えます⬇️
https://t.co/b5WWd5xfUw

未来に備えて副業ででお金を稼ごう！

不況　就活　就職　お金ない　転職　コロナ　ドル円　株　中国
アメリカ",
1325433229424275456,2020-11-08 13:41:21,大阪 大阪市 北区,新型コロナ 症状の報告 100種類以上あることが明らかに 脳や神経に関する症状も多く 世界のおよそ20万本の研究論文をNHKがAIで分析  11月8日（日）の番組で詳しくお伝えします #nhk_news  #NHKスペシャル https://t.co/As8bT3EADw,
1325433254430859271,2020-11-08 13:41:27,日本,"これでもGOTOしますか❓
命に関わる事よりも自分の欲を発散させますか❓
#コードロジー
#聖三活動 https://t.co/7URkRpq7Fo",【本気で止めないと大変なことになる】1日の死者が9084人と９千人を超え最多の欧米で流行の20AEU1はスパイクタンパク質の222番のアミノ酸変異など、これまでの交叉免疫が効きにくく。従来の対応では止まらない変異ウィルスの大拡大が日本に入り込む危険性が高い。https://t.co/8vSSvQ3PW0
1325433394054926337,2020-11-08 13:42:01,塩竃市,新型コロナ 症状の報告 100種類以上あることが明らかに 脳や神経に関する症状も多く 世界のおよそ20万本の研究論文をNHKがAIで分析  11月8日（日）の番組で詳しくお伝えします #nhk_news  #NHKスペシャル https://t.co/As8bT3EADw,
1325433395954872320,2020-11-08 13:42:01,富山県,"ただの風邪とは大違いのCOVID-19。SARS-CoV-2の受容体であるACE2は脳を含めて全身に存在。それが全身症状、様々な症状が出る大きな要因。
#NHKスペシャル https://t.co/dPdFdcF93I",
1325433442595532800,2020-11-08 13:42:12,宮城 仙台市,"気候危機はもう起きている！いつまで現実から目を逸らすのか。小手先の対策ではもう間に合わない。資本主義の成長の論理から決別が必要です。System Change, Not Climate Change! https://t.co/bVoGfo51wW",People really don’t know what to do right now. Everyone on the Embarcadero is stopping to record the sky and chit chatting in a way I haven’t seen since pre-pandemic @sfchronicle https://t.co/ueKQ4g7WTD
1325433477479636993,2020-11-08 13:42:21,東京,統計を見る限り、人口あたりでアメリカのコロナ死者はイギリス、スペイン、フランス、イタリア、ブラジル、アルゼンチン、メキシコといった国々と大差はないです。 https://t.co/ZUsDcdnyRc https://t.co/TjrvrdEXnf,コロナ対策でトランプ以下の結果しか出せない人はそうそういないと思うよ。あっという間に20万人死なせたんだから⊂((・x・))⊃
1325433491241099266,2020-11-08 13:42:24,北海道,"ただの風邪とは大違いのCOVID-19。SARS-CoV-2の受容体であるACE2は脳を含めて全身に存在。それが全身症状、様々な症状が出る大きな要因。
#NHKスペシャル https://t.co/dPdFdcF93I",
1325433536933888001,2020-11-08 13:42:35,日本,"図解でみる米大統領選2020
https://t.co/yqyohp4cez
これは面白いのであとでじっくり眺める。
バイデン氏、黒人女性票は得られているがヒスパニック票はそれほどでもない。また、医療問題でも4:6だ。経済・治安を優先するそうがトランプ氏支持、COVID-19と不平等を問題する人がバイデン氏支持か。",
1325433564633071621,2020-11-08 13:42:41,大阪 東大阪市,"コロナによる休講で、いまだに高校生の勉強にも影響が残っている様子。それにしても、久しぶりにやる高校数学は、頭の体操になる笑

#コロナ 
#高校数学",
1325433608123740160,2020-11-08 13:42:52,神奈川県,まだまだ分からんことが多い新型コロナウイルス、今後も続けて検証は必要ね、 https://t.co/aaGi1iSsE6,新型コロナ 症状の報告 100種類以上あることが明らかに 脳や神経に関する症状も多く 世界のおよそ20万本の研究論文をNHKがAIで分析  11月8日（日）の番組で詳しくお伝えします #nhk_news  #NHKスペシャル https://t.co/As8bT3EADw
1325433608849403904,2020-11-08 13:42:52,八王子市明神町,統計を見る限り、人口あたりでアメリカのコロナ死者はイギリス、スペイン、フランス、イタリア、ブラジル、アルゼンチン、メキシコといった国々と大差はないです。 https://t.co/ZUsDcdnyRc https://t.co/TjrvrdEXnf,コロナ対策でトランプ以下の結果しか出せない人はそうそういないと思うよ。あっという間に20万人死なせたんだから⊂((・x・))⊃
1325433660401573888,2020-11-08 13:43:04,日本,"これ、地震速報知みたいなもんです。
人工呼吸器を必要とする重症covidが当院過去最高です。",
1325433693721174017,2020-11-08 13:43:12,日本 福島,【止まらない】週末から週明けまで数が減るが、今日は日曜日の18時半時点で、全国の感染者数は944人だ。東京189人、大阪140人、北海道153人、神奈川79人、沖縄30人と相変わらず感染は止まらない。危ないのは空港検疫19人もある。スカスカ政策でいいのか？https://t.co/r7yf5rr7EN,
1325433713295978497,2020-11-08 13:43:17,京都市上京区,"第１５１号発刊
政府は政策如何で国民を救えるのに、あえて苦しめる事しかしてない https://t.co/E8TdVkFM8j","🗞️経世済民同好会新聞　第151号🗞️
「経済分からぬ日本政府」

#新聞 #経世済民 #緊縮財政 #コロナ #経済 #消費税廃止 #緊縮財政に抗議します #豆知識 #給料 #貧困 #御用学者 https://t.co/tCF6xr9OnS"
1325433751057309696,2020-11-08 13:43:26,日本 東京,"累計退院者数が、90,000人を超えました！
重症の患者が依然として多い中、休むことなく勤務を続けられている医療関係者、施設や各種インフラを、感染の危険を冒して支えて下さっている方々のおかげです。
毎日毎日、ありがとうございます。
#医療従事者にエールと感謝を
#coronavirus 
#COVID19",
1325433827485888514,2020-11-08 13:43:44,名古屋,"これ、地震速報知みたいなもんです。
人工呼吸器を必要とする重症covidが当院過去最高です。",
1325433856619544576,2020-11-08 13:43:51,日本 ,いま、NHKでAIを使って世界中で執筆されたCOVID-19に関する英語論文を分析するというのを放送していて、マスク着用に関する検証結果が興味深かった。マスク着用により感染を防げるだけではなく、感染しても重症化を少なくし、さらに摂取ウイルスが微量なため免疫を作ることができるというもの。,
1325433878052392966,2020-11-08 13:43:56,日本,"英国のジョンソン首相は新型コロナウィルスとの戦いにおいてスコットランドの例に倣いビタミンDのサプリメントを無料配布することを検討しています。スコットランド政府は最近のロックダウンに際し市民へ4ヶ月間のビタミンDの供給を行っています。
https://t.co/CODtX4qLQA",
1325433889792225281,2020-11-08 13:43:59,日本,"【MotoGP】バレンティーノ・ロッシ、土壇場でヨーロッパGP出場の可能性が浮上。検査結果がコロナ陰性に
#MotoGP #MotoGP_jp #VR46 #YAMAHA #ValenciaGP 
https://t.co/hquHD0xyXZ",
1325433923845775361,2020-11-08 13:44:07,近畿地方,新型コロナ 症状の報告 100種類以上あることが明らかに 脳や神経に関する症状も多く 世界のおよそ20万本の研究論文をNHKがAIで分析  11月8日（日）の番組で詳しくお伝えします #nhk_news  #NHKスペシャル https://t.co/As8bT3EADw,
1325434043022782464,2020-11-08 13:44:35,沖縄県 那覇市,"去年も今年も自分の思うように
バスケが出来ずに物足りなく、
非常に悔しいシーズンでした。

もう、ラストイヤー💥
何をしても、これが学生最後のバスケ
来年こそは試合に出れるように。
そして、チームメイトとインカレに
もう一度行く🏀　

#コロナ",
1325434095313170432,2020-11-08 13:44:48,鹿島の近く(,ヤバそうです。これからは倍加時間に注目すべき。都市部はベースラインが春のピークより高いですから、ここで倍加時間が7日を切ってきたら本当に要注意です。5日を切ったら都市の行動規制でもきついし、3日以下なら医療崩壊は避けられないでしょう。冬に検査キャパが足りず好転要素がないのがつらい。 https://t.co/jqh0T4z3OB,"別のサイトから同じグラフです。
国内感染者は明らかに急増フェーズに入っているように見えます。
https://t.co/W4cuSrQtYW https://t.co/0cRs4yKQKb"
1325434110102237185,2020-11-08 13:44:51,日本,"別のサイトから同じグラフです。
国内感染者は明らかに急増フェーズに入っているように見えます。
https://t.co/W4cuSrQtYW https://t.co/0cRs4yKQKb",
1325434136337678337,2020-11-08 13:44:58,Tokyo,"【本日の陽性患者の発生状況について】
横浜市内で11月8日、新たに新型コロナウイルスに感染した患者が44名確認されました。詳細は、横浜市ウェブサイトをご確認ください。
https://t.co/794HMgTVzn #横浜",
1325434229459619840,2020-11-08 13:45:20,"Tokyo, JAPAN",Twitterだけでなく、NHKのニュースで報道していた🙄 さも、まだ当選は確実ではないと言いたげに。 https://t.co/SuqDWlQCgM,日本語のツィッターには「不正があっただろう」のような声がありますが、アメリカではトランプ関係者以外には誰もそんなことを言っていません。右寄りのWSJのこの記事によると、選挙の運営は非常にスムーズで選挙の合法性を疑うような大きな問題がなかったそうです。https://t.co/rXI3lhoxaF
1325434235511996417,2020-11-08 13:45:21,"Redmond, WA","スタンフォードでやってた、トランプのキャンペーンのせいでコロナ感染何人死ぬの試算、売電勝利で〜何人死ぬもやって欲しいな。
ん？みんなマスクしてるからゼロか。 https://t.co/IaRF0O72ze","Pandemic over?
 https://t.co/plwEqxhhKt"
1325434284203671553,2020-11-08 13:45:33,奈良 奈良市,"ただの風邪とは大違いのCOVID-19。SARS-CoV-2の受容体であるACE2は脳を含めて全身に存在。それが全身症状、様々な症状が出る大きな要因。
#NHKスペシャル https://t.co/dPdFdcF93I",
1325434385026347009,2020-11-08 13:45:57,横浜市 ,"札幌市で新たに96人感染 郵便局や専門学校など3つのクラスターも発生 道内全体では4日連続100人超

#コロナ #新型コロナウイルス #札幌市 #ススキノ #北海道 #北海道ニュースUHB

https://t.co/yHQwsn8gww",
1325434392672530432,2020-11-08 13:45:59,日本,"・238例目は80代女性
・239,240例目は90代女性
で、3人とも231例目の濃厚接触者
・241例目は80代女性で231例目の接触者です。

それぞれの概要は、230-233例目の続報とあわせて、こちら▼をご覧ください。(2/2)

#新型コロナ #山梨県

https://t.co/k2QrsHs2QP",
1325434408371851265,2020-11-08 13:46:02,大阪,いま、NHKでAIを使って世界中で執筆されたCOVID-19に関する英語論文を分析するというのを放送していて、マスク着用に関する検証結果が興味深かった。マスク着用により感染を防げるだけではなく、感染しても重症化を少なくし、さらに摂取ウイルスが微量なため免疫を作ることができるというもの。,
1325434408371892224,2020-11-08 13:46:02,京都,"月480円でアフィリエイト可能！
何もせずにほったらかしで自動更新
初心者に優しい完全サポート💪
 #コロナ #稼ぐ #在宅ワーク #アフィリエイト #マイラボ #mylabo #書かないアフィリエイト

https://t.co/pHMbXyHPXo https://t.co/kPaFI18fzJ",
1325435716189396995,2020-11-08 13:51:14,Tokyo,"これ、地震速報知みたいなもんです。
人工呼吸器を必要とする重症covidが当院過去最高です。",
1325435760296669185,2020-11-08 13:51:25,兵庫 神戸市,"引き際が悪い(往生際が悪い)人…

(スラップ)訴訟を連発する人…

倫理観の無い人…

最近、日米でよく見かけますね😔

私たちは COVID-19 と闘い続けましょう。

言い忘れていましたが…人体実験（感染実験)二日目、本日は約32,000人が参加😢

ふ・ざ・け・る・な💢 https://t.co/Mih4WC25yh","東京ドーム人体実験(感染実験)、本当に　やりやがった（言い過ぎ御免）💢

本日も決行とのこと（実数は2万7千人で3万4千人に及ばなかったことが救い）😱

ごく一部の御用医師・専門家、ヨイショ軍団、ネトウヨ以外…

日本中のまともな医師・専門家、全員反対💢👎🏻🙅🏻🙅🏻‍♀️

ふ・ざ・け・る・な💢💢 https://t.co/kPZEmLS8Cc"
1325435774590877700,2020-11-08 13:51:28,京都府,世界が正常化されてゆくのを、感じる。米中の対立も緩和され、日本が米中激突の巻き添えとなる危険性が減じることを願いたい。 https://t.co/xYPdEs5YpY,欧州委員会チャールズ・ミシェル会長はバイデン氏とハリス氏に「EUは強力な大西洋横断パートナーシップに取り組む準備ができている。ヨーロッパはCOVID-19、多国間主義、気候変動、国際貿易などの課題に一緒に取り組むことを望んでいる」と。@iwakamiyasumi https://t.co/6cl9azuYJG
1325435794014654464,2020-11-08 13:51:33,東京 江戸川区,"全国で新たに946人感染確認（19:40時点）
https://t.co/0jLBoAieHu",
1325435827254517762,2020-11-08 13:51:41,Japan ,"これ、地震速報知みたいなもんです。
人工呼吸器を必要とする重症covidが当院過去最高です。",
1325435830752604160,2020-11-08 13:51:42,"İstanbul, Türkiye","Ayat senang 🇯🇵

きょう は やすみ です
Hari ini cuti
(kyou wa yasumi desu)

あした は しごと です
Esok kerja
(ashita wa shigoto desu)

いえ で しごと します
(Saya) akan bekerja dari rumah
(ie de shigoto shimasu)

ころな です から
Sebab covid
(korona desu kara)",
1325435858640531465,2020-11-08 13:51:48,福岡,日本語のツィッターには「不正があっただろう」のような声がありますが、アメリカではトランプ関係者以外には誰もそんなことを言っていません。右寄りのWSJのこの記事によると、選挙の運営は非常にスムーズで選挙の合法性を疑うような大きな問題がなかったそうです。https://t.co/rXI3lhoxaF,
1325435886536830982,2020-11-08 13:51:55,東京都町田市,"《11/8日 神奈川 コロナ まとめ》

◎79名(未就2 小2 中1 学生5)
　増加率 1.37(急増)

▼相模原 小学生が校内感染か
▼横須賀 自衛隊員と防衛大学校生が感染
▼藤沢 家族が車旅行で感染
▼横浜 さいわい鶴見病院と障害者デイサービスクラスタ拡大

回復と拡大無を祈ります https://t.co/PBFWiPIsFu https://t.co/JnnlIrFL6Y","11/8日 神奈川 コロナ報道まとめ

▼横浜 障害者デイサービス3名感染 計35名
▼横浜 さいわい鶴見病院3名感染 計38名

無事の回復を祈ります

↓続
https://t.co/rpOvGNjsYJ"
1325435908724649984,2020-11-08 13:52:00,日本,"もう大統領気取り
売電は月曜日12人のメンバーでCOVID-19タスクフォースを発表する
売電は2020年の大統領選挙の勝者であるとマス塵が宣言した事を受け
ホワイトハウスの上級職員や内閣の任命を明らかにする前にタスクフォースの創設を発表
コロナVirusを優先する意図を示した
https://t.co/nXyTrsGiEv",
1325436001527853056,2020-11-08 13:52:22,仙台,2030年までに4分の1をロボットにするって本気か英軍。 https://t.co/ae9NZqMYub,'Robot soldiers could make up quarter of British army by 2030s' https://t.co/j8PI1XLc9H
1325436079726612480,2020-11-08 13:52:41,കേരളം,"【世界の感染者 5000万人超える】

8日22:50現在

世界全体の感染者数は約5014万5500人
死者数は約127万9700人

※米ジョンズ・ホプキンズ大集計

詳細は下記URLより：
https://t.co/oEslL3ucOx

#新型コロナウイルス #COVID19 https://t.co/bJ6SWi98BB",
1325436102619004928,2020-11-08 13:52:46,北関東,コロナ ススキノ飲食店…ね,
1325436110806216704,2020-11-08 13:52:48,北海道,ヤバそうです。これからは倍加時間に注目すべき。都市部はベースラインが春のピークより高いですから、ここで倍加時間が7日を切ってきたら本当に要注意です。5日を切ったら都市の行動規制でもきついし、3日以下なら医療崩壊は避けられないでしょう。冬に検査キャパが足りず好転要素がないのがつらい。 https://t.co/jqh0T4z3OB,"別のサイトから同じグラフです。
国内感染者は明らかに急増フェーズに入っているように見えます。
https://t.co/W4cuSrQtYW https://t.co/0cRs4yKQKb"
1325436145556025344,2020-11-08 13:52:57,仙台,統計を見る限り、人口あたりでアメリカのコロナ死者はイギリス、スペイン、フランス、イタリア、ブラジル、アルゼンチン、メキシコといった国々と大差はないです。 https://t.co/ZUsDcdnyRc https://t.co/TjrvrdEXnf,コロナ対策でトランプ以下の結果しか出せない人はそうそういないと思うよ。あっという間に20万人死なせたんだから⊂((・x・))⊃
1325436169077714945,2020-11-08 13:53:02,"Kanagawa, Japan","69人/89床 = 病床使用率77.5%。

だけれど、調整中 が99人なので、最大で
(99人+69人)/89床 = 188.8%。

完全にキャパオーバーしてるるるるる😭😭😭

宮城県記者発表資料「新型コロナウイルス感染症(COVID-19)患者の発生について」令和２年１１月８日 より
https://t.co/LjKTyxkgJ2 https://t.co/DHEsfEO9LQ",
1325436205488459777,2020-11-08 13:53:11,日本  北海道,"除湿器が欲しい季節ですが、加湿器を買ってこないと…

♯NHKスペシャル https://t.co/WGihvA07Nn","ただの風邪とは大違いのCOVID-19。SARS-CoV-2の受容体であるACE2は脳を含めて全身に存在。それが全身症状、様々な症状が出る大きな要因。
#NHKスペシャル https://t.co/dPdFdcF93I"
1325436205614260225,2020-11-08 13:53:11,福岡 糸島市,"EPIC #COVID19 WILDFIRE—COVID is blazing out of control. 

15 states now exceed that epidemic water mark.

感染症において対策の誤りのツケは、とても大きい。制御不能に陥るからだ。
「夏」のツケも。 https://t.co/tM8Knhks2J https://t.co/RJdoWrSimh",Focus: EPIC #COVID19 WILDFIRE—Not exaggerating that COVID is blazing out of control. **27* states have new record highs. And remember AZ’s crazy epidemic summer? That was only at 500 cases / million people. 15 states now exceed that epidemic water mark. (Analysis by my FAS team). https://t.co/IzPmPLUeSl
1325436208315461632,2020-11-08 13:53:12,日本　東京,新型コロナ 症状の報告 100種類以上あることが明らかに 脳や神経に関する症状も多く 世界のおよそ20万本の研究論文をNHKがAIで分析  11月8日（日）の番組で詳しくお伝えします #nhk_news  #NHKスペシャル https://t.co/As8bT3EADw,
1325436289722707968,2020-11-08 13:53:31,日本,"【世界の感染者 5000万人超える】

8日22:50現在

世界全体の感染者数は約5014万5500人
死者数は約127万9700人

※米ジョンズ・ホプキンズ大集計

詳細は下記URLより：
https://t.co/oEslL3ucOx

#新型コロナウイルス #COVID19 https://t.co/bJ6SWi98BB",
1325436329212063745,2020-11-08 13:53:40,宮城,"学習院大学「新型コロナウイルス感染症（COVID-19）学生向けQ&amp;A」より。

Q:　自宅に体温計がありません。どうすればいいですか？
A:　購入してください。
https://t.co/UWxqMupfNa",
1325436403937808386,2020-11-08 13:53:58,"Yokohama,Japan",いま、NHKでAIを使って世界中で執筆されたCOVID-19に関する英語論文を分析するというのを放送していて、マスク着用に関する検証結果が興味深かった。マスク着用により感染を防げるだけではなく、感染しても重症化を少なくし、さらに摂取ウイルスが微量なため免疫を作ることができるというもの。,
1325436483981901825,2020-11-08 13:54:17,日本,"高校クラスターになってんのに

公表しないの？？

なんで？

で、なにか対策は？？

#一斉休校　#オンライン授業 https://t.co/StYBJ1TAoW","札幌市で新たに96人感染 郵便局や専門学校など3つのクラスターも発生 道内全体では4日連続100人超

#コロナ #新型コロナウイルス #札幌市 #ススキノ #北海道 #北海道ニュースUHB

https://t.co/yHQwsn8gww"
1325436491007324162,2020-11-08 13:54:19,日本/Japan,新型コロナ 症状の報告 100種類以上あることが明らかに 脳や神経に関する症状も多く 世界のおよそ20万本の研究論文をNHKがAIで分析  11月8日（日）の番組で詳しくお伝えします #nhk_news  #NHKスペシャル https://t.co/As8bT3EADw,
1325436596796100608,2020-11-08 13:54:44,静岡県の西の方,"＠tos コロナ感染者追加
744〜751例目
湖西市  調査中

伊豆の国市 6名
716例目濃厚接触者
717例目同居家族、
719・720・721例目同居家族
718例目同居家族

沼津市  県外行動歴あり（723例目同居家族）

静岡県／新型コロナウイルス感染症　県内の状況 https://t.co/J8VtKl482e",
1325436700642795520,2020-11-08 13:55:09,東京都,"@u_tun 失礼、そちらの文でしたか。ふーむ🤔
自分だったら
Kyoto also wants to save the world from COVID-19
ですかね。",
1325436702542815233,2020-11-08 13:55:09,yamaguchi,"【世界の感染者 5000万人超える】

8日22:50現在

世界全体の感染者数は約5014万5500人
死者数は約127万9700人

※米ジョンズ・ホプキンズ大集計

詳細は下記URLより：
https://t.co/oEslL3ucOx

#新型コロナウイルス #COVID19 https://t.co/bJ6SWi98BB",
1325436735182893057,2020-11-08 13:55:17,愛知県名古屋市,要するにCOVID-19にかかると体調が悪くなることが多いということじゃないの、症状パターン100種類超え。,
1325436816325926912,2020-11-08 13:55:37,東京 千代田区,ヤバそうです。これからは倍加時間に注目すべき。都市部はベースラインが春のピークより高いですから、ここで倍加時間が7日を切ってきたら本当に要注意です。5日を切ったら都市の行動規制でもきついし、3日以下なら医療崩壊は避けられないでしょう。冬に検査キャパが足りず好転要素がないのがつらい。 https://t.co/jqh0T4z3OB,"別のサイトから同じグラフです。
国内感染者は明らかに急増フェーズに入っているように見えます。
https://t.co/W4cuSrQtYW https://t.co/0cRs4yKQKb"
1325436823703756801,2020-11-08 13:55:38,神奈川県,新型コロナ 症状の報告 100種類以上あることが明らかに 脳や神経に関する症状も多く 世界の約20万本の研究論文をNHKがAIで分析  11月8日（日）の番組で詳しくお伝えします #nhk_news  #NHKスペシャル https://t.co/As8bT3EADw,
1325436830465085443,2020-11-08 13:55:40,"Yucatán, México",ユカタンは、両隣がすでに青信号のカンペチェと高リスク要素が多そうなのに意外と…なキンタナローで、野蛮なりに早期収束したタバスコ出身者が多い。のんびりさんの成績の悪さは、感染予防広報は表面を繕いつつも抑えめにして経済対策してたからだと思う。知らんけど。 https://t.co/ClLXRmpiW1,"Reporte diario del Coronavirus en Yucatán correspondiente al 7 DE NOVIEMBRE 2020.

Como hemos señalado, en la reapertura económica los datos más importante son la ocupación hospitalaria y los ingresos diarios. El día de hoy tenemos 138 pacientes en hospitales públicos. https://t.co/aif8sT3KES"
1325436838056615936,2020-11-08 13:55:42,山梨県上野原市,"・238例目は80代女性
・239,240例目は90代女性
で、3人とも231例目の濃厚接触者
・241例目は80代女性で231例目の接触者です。

それぞれの概要は、230-233例目の続報とあわせて、こちら▼をご覧ください。(2/2)

#新型コロナ #山梨県

https://t.co/k2QrsHs2QP",
1325436952896704512,2020-11-08 13:56:09,東京・池袋,"ついにイタリアの研究者が発見！
コロナは ウイルスではなかった？
#コロナ

https://t.co/qRxv07F0XW https://t.co/QncislXXAP",
1325436965907361795,2020-11-08 13:56:12,茨城県,"ただの風邪とは大違いのCOVID-19。SARS-CoV-2の受容体であるACE2は脳を含めて全身に存在。それが全身症状、様々な症状が出る大きな要因。
#NHKスペシャル https://t.co/dPdFdcF93I",
1325436970219175936,2020-11-08 13:56:13,関東,統計を見る限り、人口あたりでアメリカのコロナ死者はイギリス、スペイン、フランス、イタリア、ブラジル、アルゼンチン、メキシコといった国々と大差はないです。 https://t.co/ZUsDcdnyRc https://t.co/TjrvrdEXnf,コロナ対策でトランプ以下の結果しか出せない人はそうそういないと思うよ。あっという間に20万人死なせたんだから⊂((・x・))⊃
1325436976560943110,2020-11-08 13:56:15,香港,ヤバそうです。これからは倍加時間に注目すべき。都市部はベースラインが春のピークより高いですから、ここで倍加時間が7日を切ってきたら本当に要注意です。5日を切ったら都市の行動規制でもきついし、3日以下なら医療崩壊は避けられないでしょう。冬に検査キャパが足りず好転要素がないのがつらい。 https://t.co/jqh0T4z3OB,"別のサイトから同じグラフです。
国内感染者は明らかに急増フェーズに入っているように見えます。
https://t.co/W4cuSrQtYW https://t.co/0cRs4yKQKb"
1325436998597844992,2020-11-08 13:56:20,日本,ヤバそうです。これからは倍加時間に注目すべき。都市部はベースラインが春のピークより高いですから、ここで倍加時間が7日を切ってきたら本当に要注意です。5日を切ったら都市の行動規制でもきついし、3日以下なら医療崩壊は避けられないでしょう。冬に検査キャパが足りず好転要素がないのがつらい。 https://t.co/jqh0T4z3OB,"別のサイトから同じグラフです。
国内感染者は明らかに急増フェーズに入っているように見えます。
https://t.co/W4cuSrQtYW https://t.co/0cRs4yKQKb"
1325437112066322433,2020-11-08 13:56:47,東京,第一波は大量検査によりロックダウンなしで乗り切ったアイスランド、第二波でも優秀だった。 https://t.co/izTsUCSBGc,"欧州で唯一、第二波を収束させられたのは、今のところアイスランドなんだが、これも新規感染者が４０人ぐらいの段階で、部分ロックダウンを噛ましたからなんだよね。これぐらいの新規感染者数ならそこから増加しても、一か月後には収束できる。
https://t.co/wz0CZrMDCv https://t.co/OxP0iYgY7a"
1325437132157022208,2020-11-08 13:56:52,"Ashiya, Hyogo, JAPAN","欧州で唯一、第二波を収束させられたのは、今のところアイスランドなんだが、これも新規感染者が４０人ぐらいの段階で、部分ロックダウンを噛ましたからなんだよね。これぐらいの新規感染者数ならそこから増加しても、一か月後には収束できる。
https://t.co/wz0CZrMDCv https://t.co/OxP0iYgY7a",
1325437183788941312,2020-11-08 13:57:04,Osaka JAPAN,"お仕事のことでお悩みの方へ
『希望の光が見える!!開運☆セッション』 
https://t.co/bTtw5EtwO1

#コロナ #経営者 #起業 #転職 #解雇 #人間関係  #恋愛 #結婚 #婚活 #占い #手相 #オラクルカード #悩み #仕事 #就職 #就活 #亀智美 #大阪 #神戸 #BASEec",
1325437251237507072,2020-11-08 13:57:20,Japan,"#PsoProtect から最初の347例についてデータが公表されています。

結論として、中等度から重度の乾癬患者において、バイオはそれ以外の全身治療に比べてCOVID-19に関連した入院リスクが低かったとのこと。

但し、今後の更なる症例の集積と検討が必要とのことです。

https://t.co/7eJfAZTDvk",
1325437294996680704,2020-11-08 13:57:31,東京都墨田区,"[Amazon発売！】
MEDIK UV-C マスク除菌ケース Ver.2 ULTRAWAVE LED深紫外線で99.9%のマスクの除菌と乾燥 小型 軽量 携帯に最適 ホワイト アクリルスタンド付き MDK-M02
 #コロナ #紫外線
22時57分 https://t.co/PZeiIVGxbg",
1325437295126700032,2020-11-08 13:57:31,"Tokyo,Japan","スレッド🧵に要点をまとめましたが、
どうぞ、リンク先も開いてご覧になってください。
画面に動きがありますので、理解がより深まるかと思います。

https://t.co/Ct0tzezR4x https://t.co/jWOTdV380c","部屋、バー、教室：
#SARSCoV2 が空中にどのように広がるか

https://t.co/gVezO6jdNs"
1325439474969370624,2020-11-08 14:06:10,茨城　つくば,"NHK政治部と違い、科学文化部@nhk_kabunは深刻なリスクと思ってるようだ

@tim1134 @iwakamiyasumi https://t.co/gK0esw1AIB",新型コロナ 症状の報告 100種類以上あることが明らかに 脳や神経に関する症状も多く 世界のおよそ20万本の研究論文をNHKがAIで分析  11月8日（日）の番組で詳しくお伝えします #nhk_news  #NHKスペシャル https://t.co/As8bT3EADw
1325439687503196161,2020-11-08 14:07:01,横浜市,"ただの風邪とは大違いのCOVID-19。SARS-CoV-2の受容体であるACE2は脳を含めて全身に存在。それが全身症状、様々な症状が出る大きな要因。
#NHKスペシャル https://t.co/dPdFdcF93I",
1325439714376101890,2020-11-08 14:07:08,日本,いま、NHKでAIを使って世界中で執筆されたCOVID-19に関する英語論文を分析するというのを放送していて、マスク着用に関する検証結果が興味深かった。マスク着用により感染を防げるだけではなく、感染しても重症化を少なくし、さらに摂取ウイルスが微量なため免疫を作ることができるというもの。,
1325439763411734530,2020-11-08 14:07:19,名古屋,"欧州で唯一、第二波を収束させられたのは、今のところアイスランドなんだが、これも新規感染者が４０人ぐらいの段階で、部分ロックダウンを噛ましたからなんだよね。これぐらいの新規感染者数ならそこから増加しても、一か月後には収束できる。
https://t.co/wz0CZrMDCv https://t.co/OxP0iYgY7a",
1325439843803910145,2020-11-08 14:07:38,Japan,"69人/89床 = 病床使用率77.5%。

だけれど、調整中 が99人なので、最大で
(99人+69人)/89床 = 188.8%。

完全にキャパオーバーしてるるるるる😭😭😭

宮城県記者発表資料「新型コロナウイルス感染症(COVID-19)患者の発生について」令和２年１１月８日 より
https://t.co/LjKTyxkgJ2 https://t.co/DHEsfEO9LQ",
1325439883096199168,2020-11-08 14:07:48,茨城県,"スペインでの新型コロナウイルス変異株「20A.EU1｣が発見されたのはスペイン北東部のアラゴン州(Aragón)の農家の主婦が5月末に感染が見つかったことが最初。
当地で飼育されているミンク(visones)との関わり合い
ではサンプルの86.67％が陽性、
同じ週に他の2人の従業員も陽性
https://t.co/WXr4UPovCz",
